# Radial distribution function in trajectory ewald/nacl/molten/mc/NVT/trajectory.nc
# Using selection: name Na
# r   g(r)   N_ij(r)   N_ji(r)
9.175 0.990202 51.2121 51.2121
9.225 0.992211 52.0428 52.0428
9.275 0.97688 52.8695 52.8695
9.325 0.962643 53.693 53.693
9.375 0.953238 54.5172 54.5172
9.425 0.950548 55.3479 55.3479
9.475 0.940299 56.1784 56.1784
9.525 0.945049 57.0219 57.0219
9.575 0.929228 57.86 57.86
9.625 0.927742 58.7055 58.7055
9.675 0.919005 59.5518 59.5518
9.725 0.909244 60.3978 60.3978
9.775 0.913139 61.2561 61.2561
9.825 0.909689 62.12 62.12
9.875 0.904938 62.9882 62.9882
9.925 0.897093 63.8575 63.8575
9.975 0.904643 64.743 64.743
