# Radial distribution function in trajectory ewald/nacl/molten/md/NVT/trajectory.nc
# Using selection: pairs: name(#1) Na and name(#2) Cl
# r   g(r)   N_ij(r)   N_ji(r)
9.275 1.03252 51.7353 51.7353
9.325 1.03769 52.6229 52.6229
9.375 1.02688 53.5108 53.5108
9.425 1.06026 54.4374 54.4374
9.475 1.05872 55.3725 55.3725
9.525 1.07751 56.3342 56.3342
9.575 1.06747 57.297 57.297
9.625 1.09756 58.2973 58.2973
9.675 1.06652 59.2794 59.2794
9.725 1.09273 60.2961 60.2961
9.775 1.07431 61.306 61.306
9.825 1.08521 62.3365 62.3365
9.875 1.10702 63.3985 63.3985
9.925 1.08663 64.4516 64.4516
9.975 1.08194 65.5106 65.5106
