# Radial distribution function in trajectory ewald/nacl/molten/md/NVT/trajectory.nc
# Using selection: name Na
# r   g(r)   N_ij(r)   N_ji(r)
9.175 0.96907 51.0943 51.0943
9.225 1.01132 51.941 51.941
9.275 0.970672 52.7625 52.7625
9.325 0.960976 53.5846 53.5846
9.375 0.948494 54.4047 54.4047
9.425 0.964829 55.2479 55.2479
9.475 0.953347 56.0898 56.0898
9.525 0.94599 56.9342 56.9342
9.575 0.972516 57.8113 57.8113
9.625 0.928578 58.6576 58.6576
9.675 0.967999 59.549 59.549
9.725 0.950934 60.4338 60.4338
9.775 0.935828 61.3135 61.3135
9.825 0.927767 62.1945 62.1945
9.875 0.894168 63.0523 63.0523
9.925 0.937583 63.9609 63.9609
9.975 0.923219 64.8646 64.8646
