# Radial distribution function in trajectory wolf/nacl/molten/md/NVT/trajectory.nc
# Using selection: name Na
# r   g(r)   N_ij(r)   N_ji(r)
9.125 1.00704 50.2132 50.2132
9.175 0.994417 51.0367 51.0367
9.225 0.990568 51.866 51.866
9.275 0.981867 52.697 52.697
9.325 0.976915 53.5327 53.5327
9.375 0.967963 54.3696 54.3696
9.425 0.963353 55.2115 55.2115
9.475 0.957459 56.0571 56.0571
9.525 0.951617 56.9065 56.9065
9.575 0.945988 57.7597 57.7597
9.625 0.942064 58.6183 58.6183
9.675 0.939812 59.4838 59.4838
9.725 0.935046 60.3537 60.3537
9.775 0.931988 61.2298 61.2298
9.825 0.929359 62.1124 62.1124
9.875 0.929404 63.004 63.004
9.925 0.92701 63.9023 63.9023
9.975 0.928347 64.8111 64.8111
