# Radial distribution function in trajectory wolf/nacl/molten/mc/NVT/trajectory.nc
# Using selection: name Cl
# r   g(r)   N_ij(r)   N_ji(r)
9.525 0.937806 56.9704 56.9704
9.575 0.91879 57.799 57.799
9.625 0.918934 58.6365 58.6365
9.675 0.913448 59.4777 59.4777
9.725 0.92165 60.3352 60.3352
9.775 0.906303 61.1872 61.1872
9.825 0.907221 62.0487 62.0487
9.875 0.905468 62.9174 62.9174
9.925 0.904651 63.794 63.794
9.975 0.919768 64.6944 64.6944
