# Radial distribution function in trajectory wolf/nacl/molten/md/NVT/trajectory.nc
# Using selection: name Na
# r   g(r)   N_ij(r)   N_ji(r)
9.225 0.985189 51.8486 51.8486
9.275 0.980134 52.6781 52.6781
9.325 0.980839 53.5172 53.5172
9.375 0.994575 54.3771 54.3771
9.425 0.942256 55.2006 55.2006
9.475 0.968384 56.0559 56.0559
9.525 0.969842 56.9215 56.9215
9.575 0.953027 57.7811 57.7811
9.625 0.958366 58.6545 58.6545
9.675 0.949759 59.5291 59.5291
9.725 0.942747 60.4062 60.4062
9.775 0.915466 61.2668 61.2668
9.825 0.918306 62.1389 62.1389
9.875 0.900276 63.0025 63.0025
9.925 0.919444 63.8936 63.8936
9.975 0.95275 64.8262 64.8262
