# Radial distribution function in trajectory wolf/nacl/molten/md/NVT/trajectory.nc
# Using selection: pairs: name(#1) Na and name(#2) Cl
# r   g(r)   N_ij(r)   N_ji(r)
9.175 1.00799 50.0925 50.0925
9.225 1.01427 50.9417 50.9417
9.275 1.02699 51.8108 51.8108
9.325 1.0336 52.695 52.695
9.375 1.04022 53.5945 53.5945
9.425 1.04792 54.5102 54.5102
9.475 1.05573 55.4426 55.4426
9.525 1.05995 56.3887 56.3887
9.575 1.06646 57.3506 57.3506
9.625 1.06953 58.3253 58.3253
9.675 1.07585 59.3161 59.3161
9.725 1.07622 60.3174 60.3174
9.775 1.07988 61.3325 61.3325
9.825 1.08167 62.3597 62.3597
9.875 1.08335 63.399 63.399
9.925 1.08452 64.45 64.45
9.975 1.08275 65.5099 65.5099
