# Radial distribution function in trajectory ewald/nacl/molten/md/NVT/trajectory.nc
# Using selection: name Cl
# r   g(r)   N_ij(r)   N_ji(r)
9.475 0.931619 56.1042 56.1042
9.525 0.924918 56.9297 56.9297
9.575 0.920498 57.7599 57.7599
9.625 0.918313 58.5969 58.5969
9.675 0.914683 59.4392 59.4392
9.725 0.911174 60.287 60.287
9.775 0.909321 61.1417 61.1417
9.825 0.907662 62.0037 62.0037
9.875 0.906713 62.8735 62.8735
9.925 0.908767 63.7542 63.7542
9.975 0.90951 64.6445 64.6445
