# Radial distribution function in trajectory wolf/nacl/molten/mc/NVT/trajectory.nc
# Using selection: name Na
# r   g(r)   N_ij(r)   N_ji(r)
9.125 1.01205 50.2432 50.2432
9.175 1.00711 51.0772 51.0772
9.225 0.992794 51.9084 51.9084
9.275 0.991904 52.7479 52.7479
9.325 0.983625 53.5893 53.5893
9.375 0.982851 54.4391 54.4391
9.425 0.964137 55.2817 55.2817
9.475 0.966372 56.1352 56.1352
9.525 0.948003 56.9813 56.9813
9.575 0.954066 57.8418 57.8418
9.625 0.947265 58.7051 58.7051
9.675 0.937648 59.5686 59.5686
9.725 0.932377 60.4361 60.4361
9.775 0.935537 61.3155 61.3155
9.825 0.932415 62.201 62.201
9.875 0.925949 63.0893 63.0893
9.925 0.924019 63.9847 63.9847
9.975 0.937845 64.9028 64.9028
