# Radial distribution function in trajectory wolf/nacl/molten/mc/NVT/trajectory.nc
# Using selection: pairs: name(#1) Na and name(#2) Cl
# r   g(r)   N_ij(r)   N_ji(r)
9.225 0.99942 50.8781 50.8781
9.275 1.01528 51.7373 51.7373
9.325 1.02115 52.6108 52.6108
9.375 1.04288 53.5126 53.5126
9.425 1.03619 54.4181 54.4181
9.475 1.04187 55.3383 55.3383
9.525 1.05883 56.2833 56.2833
9.575 1.06052 57.2399 57.2399
9.625 1.06364 58.2092 58.2092
9.675 1.07724 59.2012 59.2012
9.725 1.07753 60.2038 60.2038
9.775 1.07886 61.2179 61.2179
9.825 1.0745 62.2383 62.2383
9.875 1.08749 63.2816 63.2816
9.925 1.08436 64.3324 64.3324
9.975 1.08819 65.3976 65.3976
