# Radial distribution function in trajectory ewald/nacl/molten/mc/NVT/trajectory.nc
# Using selection: pairs: name(#1) Na and name(#2) Cl
# r   g(r)   N_ij(r)   N_ji(r)
9.225 1.01868 50.8103 50.8103
9.275 1.02854 51.6808 51.6808
9.325 1.03974 52.5702 52.5702
9.375 1.04505 53.4738 53.4738
9.425 1.05357 54.3946 54.3946
9.475 1.06544 55.3356 55.3356
9.525 1.06503 56.2861 56.2861
9.575 1.07658 57.2571 57.2571
9.625 1.08614 58.247 58.247
9.675 1.08364 59.2449 59.2449
9.725 1.0956 60.2643 60.2643
9.775 1.09751 61.296 61.296
9.825 1.09769 62.3384 62.3384
9.875 1.09821 63.392 63.392
9.925 1.10343 64.4613 64.4613
9.975 1.10026 65.5383 65.5383
