# value histogram
0.0 0.009511316872427983
0.9 0.009830761316872428
1.8 0.010127572016460905
2.7 0.010631687242798353
3.6 0.01131738683127572
4.5 0.012161522633744856
5.4 0.012870884773662552
6.3 0.013998456790123457
7.2 0.014390946502057612
8.1 0.01534207818930041
9.0 0.01577006172839506
9.9 0.01610545267489712
10.8 0.016417695473251028
11.700000000000001 0.0162690329218107
12.6 0.015857510288065844
13.5 0.015459362139917696
14.4 0.014742798353909466
15.3 0.013902777777777778
16.2 0.013065843621399178
17.1 0.011760288065843621
18.0 0.010603909465020576
18.900000000000002 0.009372427983539095
19.8 0.008197530864197531
20.7 0.0069269547325102885
21.6 0.005962962962962963
22.5 0.005011316872427983
23.400000000000002 0.004183127572016461
24.3 0.003256172839506173
25.2 0.002603909465020576
26.1 0.001993312757201646
27.0 0.0015380658436213992
27.900000000000002 0.0011337448559670781
28.8 0.0008719135802469135
29.7 0.0006610082304526749
30.6 0.0004670781893004115
31.5 0.00031687242798353907
32.4 0.00022530864197530865
33.300000000000004 0.00015997942386831274
34.2 0.00010545267489711934
35.1 8.89917695473251e-05
36.0 5.2983539094650204e-05
36.9 2.4691358024691357e-05
37.800000000000004 2.0061728395061728e-05
38.7 9.259259259259259e-06
39.6 4.6296296296296296e-06
40.5 3.0864197530864196e-06
41.4 1.5432098765432098e-06
42.300000000000004 5.1440329218107e-07
43.2 0.0
44.1 1.02880658436214e-06
45.0 5.1440329218107e-07
45.9 1.02880658436214e-06
46.800000000000004 0.0
47.7 0.0
48.6 0.0
49.5 0.0
50.4 5.1440329218107e-07
51.300000000000004 0.0
52.2 0.0
53.1 0.0
54.0 0.0
54.9 0.0
55.800000000000004 0.0
56.7 0.0
57.6 0.0
58.5 0.0
59.4 0.0
60.300000000000004 0.0
61.2 0.0
62.1 0.0
63.0 0.0
63.9 0.0
64.8 0.0
65.7 0.0
66.60000000000001 0.0
67.5 0.0
68.4 0.0
69.3 0.0
70.2 0.0
71.10000000000001 0.0
72.0 0.0
72.9 0.0
73.8 0.0
74.7 0.0
75.60000000000001 0.0
76.5 0.0
77.4 5.1440329218107e-07
78.3 0.0
79.2 1.02880658436214e-06
80.10000000000001 0.0
81.0 1.5432098765432098e-06
81.9 1.5432098765432098e-06
82.8 5.1440329218107e-07
83.7 1.02880658436214e-06
84.60000000000001 5.1440329218107e-06
85.5 1.183127572016461e-05
86.4 1.1316872427983539e-05
87.3 2.520576131687243e-05
88.2 3.60082304526749e-05
89.10000000000001 6.430041152263375e-05
90.0 9.876543209876543e-05
90.9 0.00015792181069958848
91.8 0.0002175925925925926
92.7 0.00032458847736625514
93.60000000000001 0.00043930041152263373
94.5 0.0006172839506172839
95.4 0.0008616255144032922
96.3 0.0011419753086419754
97.2 0.0015833333333333333
98.10000000000001 0.002022633744855967
99.0 0.0026018518518518517
99.9 0.003477880658436214
100.8 0.004266975308641975
101.7 0.005361111111111111
102.60000000000001 0.006597222222222222
103.5 0.007838477366255144
104.4 0.009459876543209877
105.3 0.011162551440329217
106.2 0.012910493827160493
107.10000000000001 0.014862139917695473
108.0 0.01661111111111111
108.9 0.018478395061728395
109.8 0.020253086419753086
110.7 0.022280864197530864
111.60000000000001 0.023731481481481482
112.5 0.025113683127572017
113.4 0.026459362139917696
114.3 0.027310699588477365
115.2 0.02792283950617284
116.10000000000001 0.028569444444444446
117.0 0.02844238683127572
117.9 0.028214506172839507
118.8 0.02769701646090535
119.7 0.026851851851851852
120.60000000000001 0.0259511316872428
121.5 0.02453858024691358
122.4 0.023224279835390948
123.3 0.021502057613168726
124.2 0.019634773662551442
125.10000000000001 0.01783641975308642
126.0 0.01607150205761317
126.9 0.01418724279835391
127.8 0.012559670781893004
128.70000000000002 0.010608024691358025
129.6 0.009101851851851852
130.5 0.007734567901234568
131.4 0.00636059670781893
132.3 0.005224279835390947
133.20000000000002 0.004199588477366255
134.1 0.003434156378600823
135.0 0.0026121399176954733
135.9 0.0020180041152263375
136.8 0.001617798353909465
137.70000000000002 0.0011599794238683128
138.6 0.0008852880658436214
139.5 0.0006368312757201646
140.4 0.00045318930041152264
141.3 0.00032304526748971196
142.20000000000002 0.00023713991769547325
143.1 0.00015689300411522632
144.0 0.00010648148148148149
144.9 6.481481481481482e-05
145.8 4.6810699588477366e-05
146.70000000000002 3.395061728395062e-05
147.6 1.7489711934156377e-05
148.5 1.183127572016461e-05
149.4 4.6296296296296296e-06
150.3 3.6008230452674896e-06
151.20000000000002 3.6008230452674896e-06
152.1 5.1440329218107e-07
153.0 1.02880658436214e-06
153.9 1.5432098765432098e-06
154.8 0.0
155.70000000000002 5.1440329218107e-07
156.6 5.1440329218107e-07
157.5 0.0
158.4 0.0
159.3 0.0
160.20000000000002 0.0
161.1 0.0
162.0 0.0
162.9 0.0
163.8 0.0
164.70000000000002 0.0
165.6 0.0
166.5 0.0
167.4 0.0
168.3 0.0
169.20000000000002 0.0
170.1 0.0
171.0 0.0
171.9 0.0
172.8 0.0
173.70000000000002 0.0
174.6 0.0
175.5 0.0
176.4 0.0
177.3 0.0
178.20000000000002 0.0
179.1 0.0
