0.002 4.3503175
0.004 4.8159508
0.006 5.0846897
0.008 5.0570076
0.01 5.1704191
0.012 5.1915407
0.014 5.3438243
0.016 5.3864949
0.018 5.5210705
0.02 5.4333918
0.022 5.6069091
0.024 5.475923
0.026 5.5465759
0.028 5.537772
0.03 5.6345852
0.032 5.5708717
0.034 5.76756
0.036 5.7579739
0.038 5.5958041
0.04 5.6721202
0.04 5.6721202
0.06 5.8787979
0.08 5.9102878
0.1 6.1159256
0.12 6.1906319
0.14 6.0722302
0.16 6.1658813
0.18 6.2459688
0.2 6.2143122
0.22 6.3293911
0.24 6.145842
0.26 6.3777795
0.28 6.3457682
0.3 6.2188779
0.32 6.298071
0.34 6.5330281
0.36 6.4409018
0.38 6.4983458
0.4 6.3080785
0.42 6.5310484
0.44 6.6008403
0.46 6.6914477
0.48 6.8224853
0.5 6.7009732
0.52 6.528047
0.54 6.7500225
0.56 6.6984326
0.58 7.1894714
0.6 6.7411761
0.8 7.6846847
1 8.8524971
1.2 16.44025
1.4 16.339951
1.6 15.727163
1.8 16.875652
2 17.058698
2.2 16.967748
2.4 17.063542
2.6 16.729504
2.8 17.32111
3 16.980648
3.2 17.087459
3.4 17.432963
3.6 17.347155
