# p t1 t2 %1 %2 Δt1 Δt2 Δ%1 Δ%2
0 3.30614263865 14.5624191301 30.3161995067 47.1665685175 0.043651683252 0.0918600650918 0.297028260569 0.363644786592
0.1 3.02058270106 14.8571299424 26.8558197292 50.3271543842 0.0393634792245 0.071706372656 0.213099586627 0.275002710899
0.2 3.21392233729 16.1605233664 30.7634078074 45.5735828392 0.0420454123488 0.107802592677 0.257978626853 0.32718958417
0.3 3.27890672335 15.1136590118 31.6178428127 43.8297938011 0.0450320373338 0.11203873488 0.306522898513 0.379766538904
0.5 3.16078846575 15.0550734884 29.4408053686 44.5675031463 0.0454985731647 0.103773335561 0.279063776752 0.352481049563
1 3.14912589093 16.7076734883 27.6985781305 43.4116123224 0.0506580285191 0.129119229234 0.267403707423 0.344673141706
