    0   108.768658   108.988309
    1   109.152687   109.716217
    2   110.337408   109.703809
    3   109.049866   109.684044
    4   110.368035   109.727096
    5   109.138124   109.009904
    6   109.147496   108.998450
    7   110.361494   109.707722
    8   110.344588   109.725219
    9   109.210055   109.713778
   10   108.987085   109.686345
   11   108.763821   108.997875
   12   109.153674   108.998397
   13   109.202136   109.713743
   14   109.047269   109.687267
   15   110.325803   109.706357
   16   110.338579   109.725249
   17   108.748189   108.998373
   18   109.141464   108.999237
   19   110.368580   109.724523
   20   110.337503   109.706499
   21   109.046042   109.686941
   22   109.151920   109.713270
   23   108.769182   108.998911
   24   108.748826   108.988017
   25   110.325209   109.703101
   26   109.207387   109.716565
   27   110.335438   109.727421
   28   109.046911   109.685006
   29   109.151983   109.009275
   30   108.763996   108.987270
   31   109.210247   109.716333
   32   110.360746   109.705528
   33   108.990676   109.684251
   34   110.345241   109.727609
   35   109.143712   109.008399
   36   108.169420   108.141365
   37   130.506726   130.593432
   38   121.319068   121.257016
   39   108.161132   108.141121
   40   130.586009   130.594396
   41   121.248418   121.256373
   42   108.142556   108.140680
   43   130.674109   130.596147
   44   121.176204   121.255039
   45   108.125919   108.140622
   46   130.565785   130.595294
   47   121.306394   121.255905
   48   108.126178   108.140546
   49   130.569660   130.595115
   50   121.302211   121.256160
   51   108.161677   108.141003
   52   130.580203   130.594569
   53   121.253743   121.256302
   54   108.168884   108.141496
   55   130.512452   130.593351
   56   121.313551   121.256954
   57   108.170062   108.141420
   58   130.507367   130.593570
   59   121.317611   121.256829
   60   108.141522   108.140713
   61   130.672441   130.596264
   62   121.178777   121.254898
   63   108.126285   108.140629
   64   130.573568   130.594903
   65   121.298171   121.256298
   66   108.161216   108.141062
   67   130.581387   130.594494
   68   121.253130   121.256332
   69   108.142350   108.140616
   70   130.674498   130.596227
   71   121.176009   121.255005
   72   108.161178   108.141138
   73   130.581514   130.594364
   74   121.253040   121.256372
   75   108.168968   108.141722
   76   130.512089   130.593223
   77   121.313854   121.256852
   78   108.126247   108.140774
   79   130.569257   130.594774
   80   121.302545   121.256266
   81   108.141516   108.140874
   82   130.672375   130.596043
   83   121.178841   121.254952
   84   108.170047   108.141542
   85   130.507255   130.593465
   86   121.317740   121.256804
   87   108.126001   108.140730
   88   130.565945   130.595219
   89   121.306144   121.255862
   90   108.126382   108.140841
   91   130.573426   130.594883
   92   121.298212   121.256098
   93   108.161713   108.141172
   94   130.580106   130.594240
   95   121.253801   121.256451
   96   108.142517   108.140844
   97   130.674294   130.595899
   98   121.176060   121.255115
   99   108.161291   108.141232
  100   130.585585   130.594172
  101   121.248681   121.256463
  102   108.142294   108.140770
  103   130.674467   130.595979
  104   121.176093   121.255095
  105   108.169493   108.141558
  106   130.506308   130.593201
  107   121.319436   121.257041
  108   112.604425   112.604640
  109   123.687486   123.680335
  110   123.699385   123.679308
  111   112.623498   112.605060
  112   123.681925   123.679742
  113   123.682070   123.680033
  114   112.600943   112.604140
  115   123.693401   123.680358
  116   123.693390   123.680583
  117   112.604328   112.604702
  118   123.699567   123.679229
  119   123.687407   123.680368
  120   112.605287   112.604540
  121   123.698525   123.679548
  122   123.687260   123.680188
  123   112.623602   112.605016
  124   123.682628   123.679823
  125   123.681347   123.679978
  126   112.604313   112.604755
  127   123.687602   123.679910
  128   123.699150   123.679639
  129   112.605352   112.604571
  130   123.687326   123.679966
  131   123.698398   123.679731
  132   112.600747   112.604182
  133   123.693734   123.680507
  134   123.693273   123.680420
  135   112.604155   112.604695
  136   123.699407   123.679511
  137   123.687519   123.680082
  138   112.623643   112.605045
  139   123.681542   123.679766
  140   123.682387   123.680000
  141   112.600828   112.604246
  142   123.693181   123.680358
  143   123.693742   123.680521
  144   128.576056   128.081067
  145   125.517868   126.108578
  146   105.540646   105.545181
  147   127.989083   128.085598
  148   126.216007   126.106465
  149   105.527086   105.545499
  150   127.682497   128.076123
  151   126.660970   126.119022
  152   105.556956   105.546492
  153   127.992796   128.081145
  154   126.205244   126.106497
  155   105.559492   105.545860
  156   127.978504   128.081306
  157   126.225506   126.106345
  158   105.558699   105.545970
  159   128.014267   128.084565
  160   126.181776   126.107099
  161   105.526701   105.545597
  162   128.574859   128.081813
  163   125.527225   126.108036
  164   105.541080   105.545047
  165   128.583701   128.081441
  166   125.512020   126.108168
  167   105.539597   105.545215
  168   127.720206   128.076391
  169   126.622660   126.118971
  170   105.557970   105.546462
  171   127.964175   128.080954
  172   126.244593   126.106908
  173   105.559349   105.545766
  174   127.998774   128.084400
  175   126.199326   126.107191
  176   105.526745   105.545557
  177   127.693547   128.076754
  178   126.652496   126.118494
  179   105.557349   105.546484
  180   127.998125   128.083162
  181   126.200367   126.108304
  182   105.526832   105.545501
  183   128.573890   128.079742
  184   125.527814   126.110002
  185   105.541115   105.544896
  186   127.981564   128.079829
  187   126.222275   126.107877
  188   105.558610   105.545727
  189   127.719586   128.075640
  190   126.623566   126.119670
  191   105.557942   105.546281
  192   128.584073   128.079630
  193   125.511303   126.109948
  194   105.539657   105.545112
  195   127.995575   128.079841
  196   126.203443   126.107654
  197   105.559367   105.545788
  198   127.968281   128.079093
  199   126.241253   126.108702
  200   105.559215   105.545577
  201   128.015479   128.083805
  202   126.180764   126.107818
  203   105.526673   105.545419
  204   127.680068   128.075087
  205   126.663283   126.120001
  206   105.557014   105.546322
  207   127.991612   128.083713
  208   126.213752   126.108215
  209   105.526987   105.545373
  210   127.692537   128.075646
  211   126.653638   126.119440
  212   105.557452   105.546363
  213   128.575154   128.079940
  214   125.518354   126.109714
