# p t1 t2 %1 %2 Δt1 Δt2 Δ%1 Δ%2
0 3.28149451373 21.4864457098 25.4822371034 47.582939511 0.0480706290061 0.14837401613 0.203706275261 0.266517575823
0.1 3.29675202989 24.5729647583 25.9519469079 46.3350438357 0.0367543822617 0.146367398615 0.147853720333 0.195602360635
0.2 3.04804865237 22.9012545015 23.5885363295 49.0371987803 0.0514164817876 0.159238713417 0.186083794824 0.249558050475
0.3 0.0154265635605 17.9109840103 42.5793445926 60.7847689951 0.0 0.217865740625 0.0 0.364386186141
0.5 3.20776437986 27.8436642256 23.6925606886 45.8821949936 0.0467170378581 0.211002287094 0.159754714692 0.214112529484
1 3.38151982656 29.6315035943 23.1105210424 43.8811441186 0.0605352831259 0.306111901416 0.202263267756 0.268886310963
