# p t1 t2 %1 %2 Δt1 Δt2 Δ%1 Δ%2
0 3.35793690388 10.1028085891 67.0090281946 17.3315772279 0.018216439267 0.146536681193 0.415120814704 0.466104064581
0.1 3.17147272149 10.1305559223 67.3626819064 16.0946792949 0.0158457129616 0.139966816672 0.340263803752 0.392408766067
0.2 3.06572339206 10.6583923969 68.6989572374 13.9944184154 0.0157549940817 0.173779631168 0.312050415425 0.370857816778
0.3 3.03695868736 11.6100181998 69.9865446303 11.5166721925 0.0150523998511 0.227502635387 0.272160283295 0.332138164174
0.5 2.8190921659 11.4536954782 68.3067224274 12.1729348683 0.011993960872 0.166188436025 0.197706922398 0.250946920807
1 2.66393233334 11.2570179714 63.7524227747 14.2545940948 0.01369483676 0.14887377614 0.201760261926 0.263021556179
