# Pressure/atm  V/A^3    σ_P    σ_V
0.0001712491265753515 23708.133850714898 0.057076925827637404 183.1473176849763
0.0998648084596744 22984.580821717856 0.059112081712205854 163.8064690562556
0.1998308016380051 22396.123927807163 0.0621703672981896 153.47654858660067
0.2995545650231094 21877.956826017376 0.06497346948532993 148.9985630890296
0.4996207089303927 20995.56504309569 0.06960240769691815 141.05696802879322
0.999748206292385 19425.862257274257 0.08103865445332885 132.0660764272405
