# p t1 t2 %1 %2 Δt1 Δt2 Δ%1 Δ%2
0 3.70068907211 11.0928358854 48.7751386734 32.3509892309 0.0491391046724 0.167402914667 0.799358522973 0.879804635972
0.1 3.24313956119 10.3716793079 44.6601623611 36.4383233259 0.029996532815 0.0793242484909 0.4248132629 0.487356913692
0.2 3.31731800518 10.6224764396 47.9214789666 32.0907793423 0.0397726478415 0.13107301121 0.601094123403 0.686033396728
0.3 3.4372487818 10.7010539164 50.4194128546 28.3375457336 0.0379855980776 0.149259412937 0.620885570983 0.698664828765
0.5 3.27854072328 11.0628882777 51.2661263128 26.0939009104 0.0358592798072 0.163339837022 0.545404810191 0.631708779733
1 3.12923636808 11.5953192153 45.3006664967 29.7027738946 0.029349398802 0.110648346779 0.35546176292 0.426491403542
